HIP,Star,Teff,logg,FeH,NaH,MgH,AlH,SiH,CaH,ScIH,ScIIH,TiIH,TiIIH,VH,CrIH,CrIIH,MnH,CoH,NiH
71516,HD128431,5429,4.43,-0.340,-0.275,-0.303,-0.265,-0.325,-0.304,-0.310,-0.347,-0.285,-0.347,-0.270,-0.317,-0.233,-0.360,-0.316,-0.371
71755,HD128571,6159,4.4,-0.370,-0.270,-0.367,-0.500,-0.350,-0.313,99.990,-0.315,-0.278,-0.298,-0.445,-0.385,-0.457,-0.485,-0.293,-0.439
71735,HD128674,5551,4.5,-0.380,-0.350,-0.237,-0.275,-0.314,-0.300,-0.293,-0.293,-0.263,-0.308,-0.321,-0.363,-0.327,-0.460,-0.336,-0.383
71803,HD129191,5832,4.39,0.240,0.395,0.240,0.290,0.252,0.210,0.280,0.292,0.259,0.240,0.309,0.245,0.217,0.355,0.334,0.295
71806,HD129229,5872,3.89,-0.420,-0.320,-0.330,-0.110,-0.353,-0.345,-0.350,-0.330,-0.356,-0.328,-0.461,-0.453,-0.420,-0.553,-0.403,-0.451
72119,HD129642,5026,4.49,-0.060,0.180,0.063,0.175,-0.013,0.028,0.363,-0.032,0.210,0.048,0.499,0.004,-0.067,-0.070,0.114,-0.037
72134,HD129829,6196,4.66,-0.160,0.170,-0.177,-0.285,-0.178,-0.098,-0.080,-0.150,-0.085,-0.123,-0.201,-0.148,-0.160,-0.220,-0.193,-0.186
72339,HD130322,5365,4.37,-0.020,0.025,-0.007,0.040,0.002,0.002,0.013,-0.040,0.039,-0.048,0.126,0.009,-0.040,0.015,0.031,-0.025
9400,HD13060,5255,4.34,0.020,0.050,0.047,0.130,0.024,0.055,0.120,-0.005,0.127,0.032,0.345,0.057,-0.030,0.048,0.107,0.035
72742,HD130930,5027,4.45,0.010,0.135,0.110,0.285,0.079,0.001,0.367,0.088,0.231,0.070,0.555,0.042,-0.023,0.018,0.233,0.049
72677,HD130989,6414,4.27,-0.230,-0.175,-0.233,-0.335,-0.145,-0.117,0.470,-0.037,-0.151,-0.085,-0.283,-0.223,-0.187,-0.375,-0.300,-0.279
72688,HD130992,4898,4.54,-0.130,-0.010,-0.120,0.015,-0.171,-0.042,0.267,-0.118,0.107,-0.143,0.418,-0.067,-0.190,-0.163,-0.063,-0.125
72779,HD131183,5670,4.24,0.090,0.110,0.183,0.210,0.123,0.105,0.157,0.202,0.173,0.178,0.179,0.082,0.070,0.083,0.190,0.103
73372,HD131218,5797,4.55,-0.060,-0.095,-0.133,-0.145,-0.090,-0.032,-0.330,-0.093,-0.031,-0.062,-0.015,-0.064,-0.073,-0.080,-0.073,-0.108
73244,HD131565,5612,4.47,-0.160,-0.175,-0.147,-0.185,-0.180,-0.121,-0.117,-0.193,-0.120,-0.118,-0.149,-0.138,-0.117,-0.165,-0.159,-0.204
72998,HD131653,5324,4.54,-0.660,-0.515,-0.330,-0.330,-0.423,-0.388,-0.470,-0.458,-0.251,-0.398,-0.373,-0.583,-0.617,-0.885,-0.517,-0.643
73408,HD131664,5901,4.5,0.310,0.400,0.297,0.305,0.319,0.286,0.390,0.372,0.316,0.348,0.380,0.318,0.297,0.388,0.366,0.355
1382,HD1320,5679,4.49,-0.270,-0.270,-0.240,-0.265,-0.250,-0.223,-0.263,-0.298,-0.226,-0.262,-0.275,-0.258,-0.257,-0.308,-0.297,-0.305
73370,HD132411,4673,4.32,-0.290,-0.070,-0.283,-0.175,-0.323,-0.199,0.237,-0.328,-0.074,-0.172,0.291,-0.237,-0.370,-0.398,-0.183,-0.287
10012,HD13252,5358,4.33,-0.250,-0.190,0.000,-0.110,-0.218,-0.201,-0.210,-0.278,-0.123,-0.268,-0.141,-0.222,-0.203,-0.270,-0.157,-0.273
73428,HD132569,5026,4.49,-0.260,-0.255,-0.270,-0.195,-0.280,-0.245,-0.133,-0.293,-0.087,-0.243,0.086,-0.226,-0.247,-0.333,-0.253,-0.298
73547,HD132648,5418,4.49,-0.370,-0.320,-0.310,-0.305,-0.319,-0.312,-0.327,-0.367,-0.270,-0.330,-0.276,-0.338,-0.380,-0.430,-0.352,-0.386
74075,HD133633,5571,4.48,-0.450,-0.405,-0.297,-0.335,-0.359,-0.353,-0.340,-0.357,-0.302,-0.315,-0.373,-0.437,-0.413,-0.595,-0.426,-0.472
74273,HD134060,5966,4.43,0.140,0.175,0.147,0.135,0.128,0.149,0.193,0.185,0.146,0.162,0.150,0.126,0.070,0.143,0.166,0.158
74067,HD134088,5675,4.46,-0.750,-0.650,-0.457,-0.530,-0.533,-0.509,-0.585,-0.578,-0.483,-0.497,-0.664,-0.737,-0.710,-0.993,-0.653,-0.737
74033,HD134113,5782,4.25,-0.740,-0.615,-0.400,-0.525,-0.474,-0.466,-0.530,-0.555,-0.441,-0.402,-0.638,-0.731,-0.700,-1.005,-0.650,-0.721
74234,HD134440,4987,4.8,-1.320,-1.735,-1.440,99.990,-1.332,-1.140,-1.107,-1.492,-1.039,-1.163,-1.133,-1.165,-1.345,-1.720,-1.418,-1.473
74653,HD134606,5633,4.38,0.270,0.420,0.307,0.335,0.314,0.221,0.373,0.390,0.314,0.302,0.410,0.286,0.237,0.363,0.399,0.326
74389,HD134664,5865,4.52,0.100,0.065,0.073,0.060,0.080,0.094,0.130,0.105,0.106,0.103,0.099,0.108,0.090,0.043,0.095,0.086
74417,HD134702,5782,4.5,-0.040,-0.100,-0.067,-0.060,-0.031,-0.016,0.020,-0.027,-0.020,-0.035,-0.033,-0.036,-0.020,-0.100,-0.063,-0.068
74443,HD134985,5090,4.44,-0.600,-0.370,-0.337,-0.280,-0.403,-0.421,-0.397,-0.440,-0.259,-0.377,-0.251,-0.558,-0.577,-0.743,-0.456,-0.558
74500,HD134987,5740,4.3,0.250,0.420,0.297,0.320,0.305,0.213,0.353,0.347,0.267,0.318,0.328,0.258,0.213,0.325,0.367,0.318
74775,HD135468,6417,4.25,-0.020,-0.055,-0.057,-0.210,-0.011,0.036,0.105,0.060,0.076,0.052,-0.002,-0.029,0.007,-0.163,-0.068,-0.083
74856,HD135625,6003,4.32,0.120,0.200,0.107,0.120,0.141,0.123,0.167,0.182,0.117,0.127,0.114,0.115,0.113,0.150,0.139,0.149
10116,HD13578,5842,4.18,-0.030,0.005,0.017,0.035,0.009,0.003,-0.023,0.048,-0.003,0.032,-0.020,-0.034,0.017,-0.025,-0.020,-0.030
75181,HD136352,5664,4.39,-0.340,-0.230,-0.120,-0.115,-0.195,-0.203,-0.177,-0.190,-0.134,-0.172,-0.241,-0.318,-0.310,-0.555,-0.233,-0.328
75253,HD136713,4994,4.45,0.070,0.350,0.110,0.310,0.132,0.056,0.427,0.163,0.230,0.082,0.596,0.091,0.057,0.113,0.308,0.151
75363,HD136894,5412,4.36,-0.100,-0.155,-0.057,-0.040,-0.090,-0.082,-0.090,-0.130,-0.046,-0.090,-0.014,-0.086,-0.093,-0.103,-0.124,-0.136
75398,HD137010,4797,4.41,-0.220,-0.145,-0.197,-0.095,-0.216,-0.089,0.317,-0.227,0.075,-0.235,0.378,-0.113,-0.320,-0.265,-0.093,-0.222
10278,HD13724,5868,4.52,0.230,0.280,0.220,0.240,0.231,0.220,0.300,0.308,0.263,0.262,0.304,0.250,0.187,0.258,0.290,0.261
75542,HD137303,4756,4.51,-0.350,-0.155,-0.290,-0.140,-0.346,-0.273,0.190,-0.412,-0.033,-0.357,0.270,-0.277,-0.483,-0.413,-0.249,-0.335
76351,HD137388,5240,4.42,0.180,0.390,0.207,0.315,0.256,0.106,0.377,0.285,0.290,0.158,0.540,0.182,0.120,0.273,0.380,0.247
75819,HD137676,5253,3.93,-0.530,-0.435,-0.227,-0.115,-0.345,-0.347,-0.400,-0.338,-0.244,-0.300,-0.329,-0.535,-0.480,-0.693,-0.400,-0.506
10416,HD13789,4740,4.33,-0.060,0.045,-0.090,0.045,-0.046,0.012,0.310,-0.147,0.115,-0.168,0.421,-0.011,-0.133,-0.110,0.030,-0.046
10301,HD13808,5087,4.4,-0.200,-0.085,-0.150,-0.085,-0.169,-0.137,-0.047,-0.237,-0.068,-0.210,0.139,-0.166,-0.233,-0.185,-0.135,-0.194
76200,HD138549,5582,4.44,0.000,0.065,0.023,0.035,0.025,-0.003,0.040,0.000,0.039,-0.008,0.084,0.033,-0.023,0.045,0.062,0.027
76626,HD138799,5224,4.36,0.020,0.075,-0.003,0.045,0.024,0.042,0.060,0.047,0.101,0.065,0.283,0.044,0.040,0.100,0.086,0.048
1444,HD1388,5954,4.41,-0.010,-0.005,0.013,-0.005,0.005,0.024,0.047,0.032,0.023,0.035,-0.025,-0.007,-0.023,-0.073,-0.014,-0.011
76747,HD138914,4983,4.38,-0.120,-0.080,-0.073,0.155,-0.095,-0.087,0.003,-0.175,0.014,-0.188,0.258,-0.086,-0.093,-0.093,-0.024,-0.129
76713,HD139189,5075,4.41,0.020,0.095,0.140,0.110,0.057,0.005,0.217,-0.015,0.140,0.023,0.430,0.041,-0.053,0.065,0.147,0.036
76650,HD139332,4899,4.3,0.000,0.165,0.133,0.265,0.007,0.018,0.557,0.003,0.330,0.030,0.669,0.069,-0.083,0.048,0.276,0.020
77049,HD139536,5209,4.71,-0.040,0.090,-0.100,0.055,-0.029,0.080,0.187,-0.063,0.107,0.205,0.311,0.027,-0.083,-0.115,0.077,-0.034
76635,HD139590,6200,4.49,0.130,0.190,0.080,0.050,0.149,0.135,0.157,0.180,0.119,0.158,0.118,0.122,0.150,0.123,0.084,0.140
76758,HD139710,5123,4.41,-0.080,-0.050,-0.117,-0.025,-0.077,-0.060,-0.037,-0.158,0.002,-0.110,0.151,-0.050,-0.037,-0.090,-0.044,-0.121
76804,HD139879,6203,4.61,0.300,0.305,0.407,0.525,0.264,0.252,0.417,0.412,0.330,0.358,0.353,0.285,0.263,0.343,0.344,0.323
77325,HD140785,5756,4.12,-0.050,-0.025,-0.027,0.005,-0.031,-0.006,-0.060,-0.005,-0.042,-0.005,-0.058,-0.068,-0.047,-0.085,-0.085,-0.076
77358,HD140901,5610,4.46,0.090,0.145,0.117,0.120,0.100,0.091,0.140,0.127,0.134,0.107,0.171,0.104,0.080,0.108,0.140,0.118
77372,HD141128,6758,4.67,0.070,0.120,-0.057,-0.220,0.010,0.111,0.180,0.117,0.112,0.102,0.010,0.069,0.087,0.005,0.193,0.023
77610,HD141597,6285,4.38,-0.400,-0.285,-0.153,-0.280,-0.253,-0.168,0.025,-0.175,-0.090,-0.130,-0.301,-0.331,-0.357,-0.585,-0.210,-0.377
77617,HD141598,5593,4.37,-0.100,-0.015,0.020,0.060,-0.060,-0.053,0.050,0.012,0.038,-0.023,-0.005,-0.087,-0.047,-0.105,0.031,-0.103
77818,HD141624,5871,4.4,-0.380,-0.360,-0.283,-0.360,-0.310,-0.313,-0.225,-0.265,-0.290,-0.295,-0.370,-0.359,-0.327,-0.505,-0.329,-0.403
77740,HD141937,5893,4.45,0.130,0.100,0.093,0.100,0.114,0.135,0.133,0.130,0.119,0.124,0.116,0.132,0.100,0.100,0.150,0.120
522,HD142,6403,4.62,0.090,0.115,-0.010,-0.145,0.125,-0.063,0.220,0.055,0.146,0.180,0.100,0.047,0.173,0.150,0.055,0.017
79242,HD142022A,5508,4.35,0.190,0.180,0.387,0.240,0.194,0.158,0.240,0.228,0.244,0.252,0.343,0.210,0.140,0.268,0.279,0.200
78170,HD142709,4728,4.44,-0.350,-0.155,-0.340,-0.090,-0.393,-0.200,0.317,-0.387,0.025,-0.312,0.253,-0.209,-0.620,-0.473,-0.184,-0.372
79682,HD142879,5707,4.51,-0.390,-0.345,-0.360,-0.390,-0.341,-0.322,-0.270,-0.317,-0.333,-0.363,-0.394,-0.369,-0.357,-0.485,-0.320,-0.442
78330,HD143114,5775,4.39,-0.410,-0.320,-0.150,-0.190,-0.263,-0.256,-0.243,-0.217,-0.198,-0.183,-0.300,-0.413,-0.357,-0.615,-0.323,-0.376
78336,HD143295,4987,4.43,-0.030,0.000,-0.060,-0.010,-0.013,0.018,0.040,-0.132,0.040,-0.078,0.240,-0.029,-0.020,-0.090,-0.069,-0.075
78697,HD143638,5954,4.48,-0.270,-0.255,-0.213,-0.320,-0.226,-0.223,-0.147,-0.205,-0.219,-0.163,-0.291,-0.283,-0.243,-0.318,-0.269,-0.287
10818,HD14374,5425,4.48,-0.040,-0.025,-0.043,-0.015,-0.023,0.003,-0.010,-0.053,0.032,-0.027,0.084,-0.023,-0.030,-0.055,-0.013,-0.058
78665,HD143790,6557,4.11,-0.060,0.100,-0.137,-0.185,-0.005,-0.008,0.160,-0.025,0.057,-0.022,-0.110,-0.057,-0.040,-0.175,-0.085,-0.101
79067,HD144342,5403,4.47,0.070,0.125,0.067,0.105,0.061,0.093,0.113,0.050,0.126,0.072,0.221,0.104,0.023,0.108,0.140,0.079
78883,HD144411,4852,4.39,-0.320,-0.205,-0.263,-0.170,-0.331,-0.191,-0.003,-0.365,-0.056,-0.368,0.236,-0.222,-0.383,-0.338,-0.253,-0.328
78947,HD144497,5022,4.5,-0.120,-0.055,-0.113,-0.045,-0.156,-0.057,0.080,-0.170,0.054,-0.195,0.316,-0.056,0.293,-0.158,-0.084,-0.144
10363,HD14452,5313,4.5,-0.160,0.145,0.010,0.120,-0.236,0.193,0.400,-0.210,0.402,-0.253,0.699,0.191,0.170,0.055,0.006,-0.109
78955,HD144585,5914,4.35,0.330,0.400,0.380,0.400,0.327,0.305,0.440,0.453,0.371,0.435,0.419,0.340,0.177,0.380,0.433,0.395
79190,HD144628,5085,4.51,-0.410,-0.350,-0.290,-0.220,-0.354,-0.306,-0.183,-0.365,-0.169,-0.333,-0.012,-0.362,-0.417,-0.475,-0.319,-0.420
79127,HD144846,6102,4.52,0.130,0.135,0.117,-0.030,0.106,0.116,0.110,0.140,0.136,0.120,0.101,0.136,0.133,0.160,0.070,0.126
79138,HD144880,6152,4.38,-0.300,-0.240,-0.180,-0.270,-0.249,-0.193,-0.165,-0.200,-0.228,-0.170,-0.299,-0.311,-0.270,-0.420,-0.327,-0.286
80611,HD145344,6143,4.39,-0.680,-0.600,-0.527,-0.655,-0.589,-0.515,-0.480,-0.540,-0.497,-0.480,-0.630,-0.665,-0.630,-0.873,-0.583,-0.697
79346,HD145377,6054,4.53,0.120,0.065,0.070,0.060,0.109,0.154,0.167,0.098,0.142,0.132,0.109,0.134,0.140,0.083,0.051,0.082
79537,HD145417,5006,4.82,-1.230,-1.390,-0.923,-1.100,-1.063,-0.896,-0.837,-1.224,-0.802,-0.950,-0.911,-1.138,-1.160,-1.630,-1.160,-1.287
79576,HD145598,5417,4.48,-0.780,-0.645,-0.437,-0.480,-0.528,-0.528,-0.627,-0.638,-0.469,-0.503,-0.624,-0.745,-0.447,-1.015,-0.689,-0.756
79636,HD145666,5958,4.53,-0.040,-0.080,-0.070,-0.110,-0.063,-0.009,-0.020,-0.080,-0.035,-0.044,-0.079,-0.034,-0.057,-0.098,-0.110,-0.073
79524,HD145809,5778,4.15,-0.250,-0.265,-0.153,-0.175,-0.200,-0.173,-0.227,-0.168,-0.165,-0.138,-0.256,-0.264,-0.260,-0.405,-0.260,-0.296
79715,HD145927,5819,4.41,-0.030,0.030,-0.003,-0.005,-0.025,-0.023,-0.013,0.022,-0.004,-0.018,-0.020,-0.025,0.000,-0.010,-0.013,-0.021
1499,HD1461,5765,4.38,0.190,0.320,0.210,0.235,0.206,0.173,0.270,0.247,0.213,0.187,0.247,0.205,0.130,0.275,0.273,0.246
79672,HD146233,5818,4.45,0.040,0.060,0.073,0.035,0.051,0.063,0.097,0.052,0.078,0.057,0.060,0.060,0.013,0.060,0.056,0.046
11000,HD14635,4806,4.45,-0.030,0.140,-0.040,0.175,0.012,0.084,0.497,-0.038,0.265,-0.075,0.549,0.008,-0.103,-0.045,0.097,0.001
10977,HD14680,5011,4.46,-0.170,-0.150,-0.157,-0.085,-0.161,-0.108,-0.010,-0.220,-0.027,-0.208,0.216,-0.124,-0.200,-0.270,-0.126,-0.189
80058,HD147147,4856,4.51,-0.170,-0.080,-0.067,-0.145,-0.203,-0.147,0.120,-0.293,0.036,0.007,0.360,-0.123,0.030,-0.240,-0.070,-0.198
80109,HD147195,5557,4.48,-0.050,-0.055,-0.053,0.000,-0.045,-0.036,0.027,-0.012,0.001,0.008,0.034,-0.036,-0.097,-0.060,-0.024,-0.054
10989,HD14744,4923,4.45,-0.130,-0.115,-0.167,-0.085,-0.125,-0.110,0.020,-0.165,0.000,-0.100,0.285,-0.117,-0.140,-0.170,-0.100,-0.146
10940,HD14745,6290,4.72,-0.140,-0.290,-0.183,-0.215,-0.129,-0.104,0.000,-0.025,-0.055,-0.030,-0.110,-0.152,-0.083,-0.240,-0.191,-0.167
10842,HD14747,5516,4.43,-0.390,-0.290,-0.153,-0.130,-0.238,-0.238,-0.227,-0.215,-0.148,-0.183,-0.236,-0.368,-0.343,-0.550,-0.274,-0.371
80218,HD147512,5530,4.4,-0.080,0.005,-0.013,0.015,-0.041,-0.059,-0.007,-0.048,-0.003,-0.065,0.014,-0.061,-0.120,-0.123,0.000,-0.060
80337,HD147513,5858,4.5,0.030,-0.020,-0.040,0.045,0.070,0.164,0.100,0.202,0.205,0.272,0.294,0.152,0.023,-0.103,0.203,0.084
80423,HD147518,5626,4.4,-0.630,-0.540,-0.333,-0.425,-0.459,-0.434,-0.530,-0.472,-0.382,-0.425,-0.568,-0.616,-0.573,-0.840,-0.480,-0.620
80680,HD148156,6251,4.51,0.250,0.330,0.177,0.030,0.275,0.243,0.297,0.320,0.271,0.283,0.261,0.229,0.303,0.300,0.263,0.283
80587,HD148211,5948,4.36,-0.620,-0.535,-0.407,-0.535,-0.446,-0.436,-0.370,-0.453,-0.391,-0.388,-0.537,-0.617,-0.603,-0.810,-0.569,-0.614
80683,HD148303,4958,4.55,-0.030,-0.010,-0.117,0.065,-0.037,-0.018,0.230,-0.125,0.117,-0.033,0.396,-0.022,-0.060,-0.125,0.040,-0.031
80784,HD148577,5713,4.29,-0.090,0.015,0.057,0.105,0.001,-0.027,0.030,0.068,0.034,0.052,-0.009,-0.074,-0.070,-0.140,0.009,-0.059
11125,HD14868,5864,4.44,0.020,0.015,0.003,0.005,0.001,0.049,0.050,0.100,0.000,0.063,0.023,-0.009,0.043,-0.045,0.049,-0.040
80837,HD148816,5908,4.39,-0.710,-0.580,-0.430,-0.530,-0.457,-0.483,-0.560,-0.495,-0.439,-0.420,-0.607,-0.707,-0.690,-0.913,-0.589,-0.665
81062,HD149200,6416,4.64,0.150,-0.070,0.037,0.080,0.164,0.172,0.200,0.410,0.242,0.243,0.149,0.131,0.140,0.025,0.099,0.151
81269,HD149396,5657,4.47,0.190,0.270,0.167,0.205,0.204,0.168,0.233,0.225,0.214,0.198,0.279,0.212,0.193,0.260,0.251,0.230
81347,HD149724,5747,4.24,0.370,0.585,0.407,0.435,0.399,0.293,0.457,0.465,0.387,0.373,0.506,0.385,0.340,0.493,0.569,0.447
82032,HD150139,5968,4.29,-0.510,-0.465,-0.360,-0.485,-0.403,-0.373,-0.410,-0.413,-0.372,-0.383,-0.458,-0.502,-0.503,-0.678,-0.513,-0.537
81580,HD150177,6216,4.18,-0.580,-0.455,-0.520,-0.420,-0.460,-0.443,99.990,-0.413,-0.403,-0.422,-0.620,-0.574,-0.553,-0.693,-0.580,-0.568
81681,HD150433,5665,4.43,-0.360,-0.240,-0.093,-0.095,-0.184,-0.188,-0.170,-0.132,-0.104,-0.125,-0.197,-0.340,-0.317,-0.538,-0.223,-0.320
81767,HD150437,5826,4.29,0.300,0.460,0.303,0.335,0.309,0.264,0.400,0.407,0.310,0.310,0.381,0.285,0.237,0.385,0.429,0.366
81819,HD150474,5425,4.01,0.010,0.005,0.073,0.090,0.033,-0.007,0.013,0.077,0.054,0.077,0.103,0.004,0.023,0.058,0.031,-0.010
82265,HD151504,5457,4.36,0.060,0.110,0.150,0.190,0.095,0.040,0.163,0.097,0.164,0.090,0.229,0.080,0.003,0.075,0.196,0.071
82370,HD151692,4737,4.4,-0.070,0.200,-0.060,0.155,-0.113,0.028,0.577,-0.082,0.229,-0.090,0.554,0.001,-0.145,-0.070,0.119,-0.041
82515,HD151772,6631,4.81,-0.360,-0.420,-0.260,-0.500,-0.341,-0.345,99.990,-0.253,-0.242,-0.192,-0.230,-0.372,-0.350,-0.523,-0.365,-0.384
82599,HD151933,5849,4.29,-0.210,-0.175,-0.143,-0.150,-0.163,-0.145,-0.143,-0.115,-0.134,-0.117,-0.184,-0.232,-0.157,-0.295,-0.199,-0.249
82738,HD152433,6144,4.49,-0.100,-0.075,-0.107,-0.200,-0.092,-0.071,-0.025,-0.038,-0.058,-0.038,-0.083,-0.119,-0.107,-0.173,-0.088,-0.124
82722,HD152533,4822,4.36,-0.040,0.060,-0.117,0.120,-0.042,0.002,0.413,-0.097,0.211,-0.072,0.511,-0.006,-0.120,-0.075,0.089,-0.043
83107,HD153276,6000,4.48,0.040,0.120,0.063,0.040,0.108,0.035,0.123,0.127,0.064,0.072,0.051,0.042,0.077,0.023,0.110,0.061
11433,HD15337,5179,4.39,0.060,0.200,0.087,0.155,0.073,0.052,0.203,0.100,0.190,0.103,0.430,0.093,0.033,0.145,0.246,0.087
83373,HD153851,5052,4.5,-0.250,-0.275,-0.267,-0.215,-0.236,-0.222,-0.193,-0.317,-0.159,-0.273,-0.040,-0.228,-0.263,-0.338,-0.297,-0.295
83547,HD153950,6074,4.39,-0.010,-0.015,0.010,0.010,0.013,0.027,0.053,0.085,0.042,0.070,-0.011,-0.022,-0.013,-0.058,-0.017,-0.015
83541,HD154088,5374,4.37,0.280,0.435,0.383,0.385,0.358,0.213,0.413,0.420,0.345,0.385,0.553,0.287,0.270,0.380,0.480,0.355
83612,HD154195A,5961,4.48,-0.190,-0.170,-0.173,-0.235,-0.173,-0.158,-0.187,-0.145,-0.180,-0.163,-0.200,-0.222,-0.207,-0.278,-0.237,-0.225
83591,HD154363,4723,4.41,-0.620,-0.185,-0.430,-0.050,-0.637,-0.145,0.467,-0.624,0.016,-0.552,0.320,-0.379,-0.735,-0.673,-0.380,-0.602
83797,HD154387,4719,4.5,-0.250,-0.035,-0.270,-0.020,-0.313,-0.124,0.440,-0.253,0.144,-0.187,0.449,-0.174,-0.410,-0.395,-0.070,-0.236
83990,HD154577,4900,4.52,-0.700,-0.645,-0.583,-0.520,-0.632,-0.593,-0.453,-0.667,-0.472,-0.570,-0.323,-0.628,-0.647,-0.795,-0.609,-0.699
83906,HD154962,5827,4.17,0.320,0.520,0.360,0.365,0.349,0.288,0.410,0.430,0.337,0.408,0.396,0.327,0.300,0.393,0.426,0.382
84253,HD155717,4949,4.48,-0.130,-0.220,-0.090,-0.100,-0.126,-0.035,-0.030,-0.238,-0.018,-0.080,0.208,-0.121,-0.117,-0.225,-0.117,-0.177
84374,HD155968,5790,4.42,0.160,0.240,0.170,0.095,0.126,0.186,0.220,0.207,0.174,0.172,0.220,0.173,0.170,0.233,0.170,0.186
84491,HD156079,5892,4.24,0.280,0.410,0.283,0.420,0.296,0.236,0.377,0.380,0.279,0.292,0.343,0.282,0.233,0.373,0.367,0.341
84551,HD156098,6517,4.2,0.180,0.170,0.087,0.080,0.234,0.170,0.250,0.277,0.235,0.238,0.176,0.162,0.233,0.123,0.090,0.159
11596,HD15612,5256,4.49,-0.110,-0.100,-0.133,-0.075,-0.104,-0.076,-0.077,-0.192,-0.023,-0.132,0.066,-0.073,-0.080,-0.148,-0.119,-0.144
84787,HD156411,5910,3.99,-0.110,-0.110,-0.087,-0.130,-0.085,-0.055,-0.080,-0.052,-0.075,-0.048,-0.133,-0.129,-0.110,-0.195,-0.147,-0.143
84684,HD156423,5184,4.46,-0.430,-0.420,-0.373,-0.250,-0.363,-0.274,-0.267,-0.330,-0.173,-0.338,-0.129,-0.382,-0.410,-0.525,-0.373,-0.458
84633,HD156517,5013,4.45,0.030,0.100,-0.070,0.085,0.057,-0.001,0.147,-0.062,0.089,-0.018,0.389,0.044,0.063,-0.030,0.069,0.038
84936,HD156991,5934,4.57,-0.070,-0.190,-0.150,-0.120,-0.124,-0.035,-0.080,-0.097,-0.074,-0.048,-0.109,-0.073,-0.097,-0.220,-0.127,-0.150
85017,HD157172,5451,4.39,0.110,0.190,0.147,0.190,0.154,0.092,0.183,0.207,0.186,0.180,0.293,0.129,0.093,0.188,0.231,0.156
85158,HD157338,6027,4.44,-0.080,-0.060,-0.087,-0.115,-0.068,-0.057,-0.020,-0.048,-0.070,-0.047,-0.110,-0.078,-0.063,-0.093,-0.107,-0.091
85042,HD157347,5676,4.38,0.020,0.020,0.033,0.080,0.026,0.030,0.053,0.075,0.056,0.038,0.061,0.024,0.000,-0.015,0.061,0.033
85253,HD157668,5195,4.49,-0.230,-0.210,-0.207,-0.190,-0.221,-0.209,-0.177,-0.250,-0.095,-0.242,0.004,-0.205,-0.177,-0.315,-0.177,-0.255
85425,HD157830,5540,4.49,-0.250,-0.235,-0.203,-0.215,-0.220,-0.190,-0.200,-0.180,-0.155,-0.250,-0.185,-0.212,-0.243,-0.305,-0.251,-0.268
1599,HD1581,5977,4.51,-0.180,-0.160,-0.127,-0.170,-0.142,-0.122,-0.100,-0.105,-0.107,-0.105,-0.184,-0.181,-0.187,-0.258,-0.168,-0.191
11865,HD15906,4884,4.49,-0.010,0.110,-0.030,0.105,-0.030,-0.076,0.257,0.017,0.133,-0.003,0.446,-0.014,-0.015,-0.028,0.130,0.018
86375,HD159868,5558,3.96,-0.080,-0.030,-0.013,-0.010,-0.039,-0.038,-0.077,0.010,-0.037,-0.020,-0.039,-0.079,-0.087,-0.083,-0.066,-0.081
11915,HD16008,5712,4.42,-0.090,-0.080,-0.090,-0.115,-0.105,-0.056,-0.033,-0.090,-0.101,-0.107,-0.109,-0.074,0.017,-0.070,-0.124,-0.119
86385,HD160089,6312,4.78,0.110,0.210,0.003,-0.185,0.106,0.058,0.253,0.230,0.141,0.202,0.246,0.100,0.097,0.108,0.140,0.096
86796,HD160691,5780,4.27,0.300,0.425,0.320,0.345,0.313,0.260,0.377,0.402,0.307,0.342,0.363,0.304,0.233,0.390,0.389,0.346
86661,HD160836,4791,4.49,-0.160,-0.150,-0.207,-0.085,-0.218,-0.074,0.153,-0.267,0.021,-0.080,0.260,-0.107,-0.170,-0.308,-0.149,-0.201
86765,HD161098,5560,4.46,-0.270,-0.235,-0.213,-0.230,-0.242,-0.228,-0.247,-0.270,-0.214,-0.233,-0.241,-0.254,-0.247,-0.303,-0.279,-0.277
87154,HD161256,5652,4.27,0.140,0.205,0.230,0.310,0.190,0.138,0.237,0.265,0.233,0.262,0.260,0.147,0.113,0.185,0.253,0.160
12048,HD16141,5806,4.19,0.160,0.105,0.170,0.165,0.136,0.148,0.163,0.180,0.173,0.174,0.160,0.166,0.113,0.158,0.150,0.150
86985,HD161555,5850,4.15,0.120,0.195,0.353,0.145,0.140,0.118,0.160,0.200,0.117,0.187,0.138,0.111,0.137,0.203,0.176,0.140
87312,HD161566,6230,4.2,-0.280,-0.230,-0.360,-0.350,-0.193,-0.171,-0.050,-0.190,-0.181,-0.123,-0.283,-0.291,-0.267,-0.395,-0.295,-0.300
87116,HD161612,5616,4.45,0.160,0.190,0.200,0.220,0.181,0.149,0.220,0.243,0.211,0.180,0.261,0.179,0.113,0.203,0.227,0.175
87330,HD162020,4861,4.48,-0.100,-0.025,-0.147,-0.060,-0.117,-0.060,0.117,-0.230,0.071,-0.172,0.393,-0.067,-0.130,-0.180,-0.089,-0.131
87369,HD162236,5343,4.43,-0.120,-0.090,-0.147,-0.095,-0.089,-0.103,-0.100,-0.180,-0.077,-0.142,0.010,-0.096,-0.127,-0.125,-0.107,-0.131
